"chr","pos","lod"
"A01x8682528","A01",32.15844197,4.50139709168866
"A01x9014557","A01",32.9851356,4.93240713113457
"A01x9047566","A01",33.39309516,5.18582656029156
"A01x9090747","A01",33.80126503,4.74427335253051
"A01x9141005","A01",34.2094349,1.59777948066048
"A01x9154927","A01",34.61760476,1.47036295996591
"A01x9187356","A01",35.02556432,1.49344575312691
"A01x9265177","A01",35.85247181,1.3743396220714
"A01x9281217","A01",36.26022106,1.4387217293656
"A01x9400632","A01",37.08712855,1.1877674331293
"A01x9478996","A01",37.49508811,1.37707996802322
"A01x9511676","A01",37.90325798,1.3243499274389
"A01x9621651","A01",38.31121753,1.32433034948667
"A01x9710442","A01",39.13812503,0.956052975457794
"A01x9787957","A01",39.54608458,0.821407165290992
"A01x9861110","A01",39.95425367,0.81398338437026
"A01x9927004","A01",40.36242354,0.985989226468774
"A01x10008696","A01",40.77059341,1.11176627222008
"A01x10040274","A01",41.17876249,1.12108470167615
"A01x10144579","A01",41.58693236,0.961278963130127
"A01x10233513","A01",41.99510223,0.754418857819303
"A01x10719350","A01",42.40327209,0.653733488105047
"A01x10838067","A01",42.81144196,0.55520497039231
"A01x10963079","A01",43.21961183,0.555245687415805
"A01x11244488","A01",43.62778169,0.42179867195685
"A01x11526406","A01",44.03595156,0.449489627023297
"A01x11665796","A01",44.44412143,0.450999235236196
"A01x12003346","A01",44.85229129,0.454922316168791
"A01x15217732","A01",45.26046116,0.618700674609073
"A01x14683131","A01",45.66863103,0.594614509380733
"A01x14360906","A01",46.0768009,0.7153986726494
"A01x13378079","A01",46.48497076,0.466838661932002
"A01x16742310","A01",46.89314063,0.634089575259367
"A01x17028968","A01",47.30110019,0.734701996626569
"A01x17440237","A01",48.12800768,0.854054106905153
"A01x18051812","A01",48.53596724,0.925804652955662
"A01x19020630","A01",48.94392679,1.03404683571301
"A01x19421288","A01",49.77083429,0.830067470621913
"A01x19476460","A01",50.17836974,0.97997448085539
"A01x19922395","A01",51.4345758,0.522871140616132
"A01x20113692","A01",51.84211125,0.473890341768367
"A01x20145709","A01",52.66901882,0.330927982838972
"A01x20481091","A01",53.07703167,0.248854854203984
"A01x20319892","A01",53.07703272,0.248854928423413
"A01x20606065","A01",53.90377593,0.196109225884527
"A01x20778084","A01",54.31173567,0.196116747050922
"A01x20884338","A01",54.71990554,0.296930792068594
"A01x20960512","A01",55.12807541,0.432389159050103
"A01x21149541","A01",55.53624509,0.306627707714142
"A01x21267732","A01",55.94441496,0.261298895508304
"A01x21367330","A01",56.35194335,0.280958484305842
"A01x21881895","A01",58.04842997,0.470439480297472
"A01x21930925","A01",58.45595837,0.514018591914549
"A01x22004672","A01",58.86412824,0.586394827250103
"A01x22115541","A01",59.27187401,0.769917572465573
"A01x22156290","A01",60.52741645,0.34578837644915
"A01x22250566","A01",62.22345674,0.0549311206426921
"A01x22496994","A01",62.63098514,0.0368489719382126
"A01x22640794","A01",63.03915501,0.0161997809115633
"A01x22648970","A01",63.44732488,0.0135000116884214
"A01x22836582","A01",63.85528444,0.00374258614320411
"A01x22974070","A01",64.68197825,0.00321344742721408
"A01x23115892","A01",65.50850762,0.0408632272105649
"A01x23485290","A01",65.50850867,0.0408630961852623
"A01x23566033","A01",65.91652151,0.0744598279799789
"A01x23678346","A01",66.74342908,0.0347172393685184
"A01x23717804","A01",67.15117833,0.0225245517088126
"A01x23862909","A01",67.97808582,0.00141693476450655
"A01x23896183","A01",68.38583507,0.00702710673201068
"A01x23987437","A01",69.21274256,0.00129773427374857
"A01x24048223","A01",69.62070212,0.0143764157500641
"A01x24070256","A01",70.02887199,0.0318699061802477
"A01x24108220","A01",70.43572669,0.022192321020583
"A01x24231054","A01",73.52220028,0.0702978375450698
"A01x24249266","A01",73.52220133,0.0702977482778806
"A01x24274441","A01",73.93057007,0.028539939985194
"A01x24377050","A01",74.33873994,0.0101459797526218
"A01x24454097","A01",74.74690981,0.0101439548791689
"A01x24472434","A01",75.15507968,0.00456376060094499
"A01x24532569","A01",75.56303923,0.019898507879617
"A01x24654771","A01",76.38994673,0.105018600765533
"A01x24765142","A01",76.79769597,0.100533720618046
"A01x24861483","A01",77.62460347,0.0834309691066153
"A01x24934054","A01",78.03256302,0.0153067158261422
"A01x24975652","A01",78.44073289,0.00855773790959802
"A01x25021670","A01",78.84890276,0.000540715378349432
"A01x25071323","A01",79.25643116,0.000540951382021149
"A01x25154492","A01",80.95269655,0.0786358327032985
"A01x25264441","A01",81.77895173,1.90406430512309
"A01x25358217","A01",82.18691129,1.54903495749429
"A01x25419156","A01",82.59508111,1.46359560028907
"A01x25453300","A01",83.00336171,1.82646433149159
"A01x25527815","A01",83.41121809,2.06315669913826
"A01x25689263","A01",84.66759925,2.0345015422362
"A01x25722607","A01",85.07534492,1.89375923394593
"A01x25764424","A01",85.48330449,1.59744359005009
"A01x25857251","A01",86.30977536,2.62614732080704
"A01x25928771","A01",87.57615406,1.75495373088688
"A01x25975189","A01",88.40951797,1.15150189186718
"A01x26027978","A01",88.82083523,1.11835070620663
"A01x26061276","A01",89.23236458,1.17378317342857
"A01x26133588","A01",89.64389393,1.22341674976917
"A01x26248761","A01",90.05542328,1.0096895533384
"A01x26378441","A01",90.46674053,0.999001721007488
"A01x26495518","A01",91.30032376,1.39932397454075
"A01x26649666","A01",92.13390709,0.0550526701045442
"A01x26761091","A01",92.52001138,0.0442872576369666
"A02x106635","A02",0,0.000722698918735887
"A02x128725","A02",0.386316273,0.0133629460069074
"A02x222925","A02",0.797633633,0.0022844466930394
"A02x309377","A02",1.631432566,0.0965476584887881
"A02x330209","A02",2.042537731,0.112469785494824
"A02x402400","A02",2.876120967,0.09347790519098
"A02x662264","A02",3.708588725,0.168093338569662
"A02x733246","A02",6.343080481,0.483624393877278
"A02x886252","A02",6.753513048,0.331736209719196
"A02x905359","A02",7.1650424,0.307015864069029
"A02x966946","A02",7.576571749,0.247576427010216
"A02x987547","A02",7.987673371,0.313091169711385
"A02x1099476","A02",9.25439586,0.118264383639911
"A02x1160646","A02",9.830388554,0.125114313708593
"A02x1202091","A02",11.27048381,0.202885499749414
"A02x1286195","A02",12.10287558,0.228320190721519
"A02x1380156","A02",14.26802543,0.145507660030546
"A02x1578551","A02",17.38208764,0.4224917483551
"A02x1585513","A02",18.21453647,0.379503930731659
"A02x1600026","A02",18.62564165,0.294293916456212
"A02x1628497","A02",19.45944058,0.231507730447191
"A02x1663532","A02",19.87075784,0.22110650936142
"A02x1719897","A02",20.28228718,0.209319123322757
"A02x1755467","A02",20.69381653,0.195913757688089
"A02x1867868","A02",21.10534588,0.186914551050734
"A02x1885427","A02",21.51687523,0.125054574961297
"A02x1941115","A02",21.9275346,0.125168642320887
"A02x2153775","A02",24.09410852,0.100902779182462
"A02x2241974","A02",24.92680695,0.0268506969570694
"A02x2297492","A02",25.76039019,0.00766095024789593
"A02x2320366","A02",26.17149535,0.021968657671124
"A02x2359123","A02",27.00529429,0.0326072411263283
"A02x2372490","A02",27.41659374,0.0139364174074785
"A02x2444389","A02",27.81511819,0.0563489202431526
"A02x9341556","A02",64.48281921,0.193780885503116
"A02x9399462","A02",64.87798423,0.179092773939743
"A02x9415100","A02",65.28613629,0.0746512456769608
"A02x9440986","A02",65.69430617,0.013902865942498
"A02x9477901","A02",66.10247604,0.0432013175816905
"A02x9558103","A02",66.51043559,0.0373958795467217
"A02x10165707","A02",67.33734309,0.0267035433367369
"A02x10235219","A02",67.74530264,0.00292238997238314
"A02x10369296","A02",68.1532622,0.000791827601574369
"A02x10606798","A02",68.9801697,0.000581603562409327
"A02x10812958","A02",69.38791895,0.0039264034963935
"A02x10819082","A02",70.21417413,0.089032212933688
"A02x11182956","A02",71.91043952,0.00956446682940282
"A02x11407503","A02",72.31796792,0.0106835337796269
"A02x11479009","A02",72.72613779,0.00166760173576108
"A02x11484559","A02",73.13388355,0.00647225670670082
"A02x11746307","A02",74.39008961,0.000631203566001659
"A02x11841851","A02",74.79762506,0.0151124000234688
"A02x12174045","A02",75.62410129,0.0929600280287843
"A02x12745444","A02",76.88008977,0.0709224562795612
"A02x12927010","A02",77.28783554,0.0427047626313879
"A02x12978488","A02",77.69558167,0.0598032802809882
"A02x13567707","A02",78.95126166,0.00512921085808671
"A02x13187960","A02",78.95126271,0.00512915089359467
"A02x13043445","A02",78.95126376,0.00512913118586766
"A02x13776026","A02",79.35949972,0.00323384000398619
"A02x13955013","A02",79.76766965,0.000157559734304868
"A02x14252279","A02",80.17583952,0.00304709235069822
"A02x14572702","A02",80.58400939,0.0142899928898714
"A02x14798126","A02",80.99217925,0.0142888585113496
"A02x14876298","A02",81.40034912,4.02947686382049e-05
"A02x14992949","A02",81.80851908,7.31448049862138e-05
"A02x15281478","A02",82.21671453,0.00232108418038024
"A02x16849251","A02",82.21671558,0.00232107957614858
"A02x18495757","A02",82.62491103,0.0164082932998042
"A02x19072264","A02",83.03308099,0.0255585267226479
"A02x19364088","A02",83.44082675,0.00511893000629016
"A02x19548615","A02",84.69703268,0.0452423358418628
"A02x19733144","A02",85.10477844,0.0404118045339601
"A02x20144303","A02",85.512738,0.00694478448704672
"A02x20311794","A02",86.33921409,0.0356556571394435
"A02x20420496","A02",87.59520258,0.171479851392945
"A02x20560232","A02",88.00230688,0.214454724225789
"A02x21859552","A02",89.6987937,0.313363310987938
"A02x21996109","A02",90.1063221,0.477178366491074
"A02x22120337","A02",90.51428166,0.419631898913025
"A02x22160253","A02",91.34075789,0.382566674265092
"A02x22262726","A02",92.59630764,0.269601669599012
"A02x22613501","A02",93.85185739,0.37915644662786
"A02x22788955","A02",94.67833362,0.703373565863842
"A02x22935096","A02",95.08629318,0.643596284529991
"A02x22962888","A02",95.49446305,0.508179299435994
"A02x23054939","A02",95.90220881,0.454658179570941
"A02x23148526","A02",97.15841486,0.776075087348488
"A02x23266029","A02",97.56616062,0.585187299209593
"A02x23304571","A02",97.97433049,0.3993983830037
"A02x23348001","A02",98.38250036,0.329704913582049
"A02x23508352","A02",98.79067023,0.285402611874133
"A02x23625802","A02",99.19862979,0.279508473526562
"A02x23649305","A02",100.0253234,0.139994430773044
"A02x23711520","A02",100.8518032,0.272131617187881
"A02x23876242","A02",101.6784968,0.143859440545413
"A02x23903013","A02",102.0860323,0.204730773248031
"A02x23937274","A02",103.3422383,0.430455211760204
"A02x24015203","A02",103.7488968,0.583688727044404
"A02x24363731","A02",106.3606963,0.895620348842101
"A02x24371846","A02",106.7675686,0.684643896666643
"A02x24474281","A02",107.5944761,0.689438381399242
"A02x24603877","A02",108.0024357,0.568533708009653
"A02x24630187","A02",108.410181,0.633103920304904
"A02x25029146","A02",109.6672483,0.828070320212987
"A02x25061502","A02",110.0746763,0.810680408590457
"A02x25312572","A02",111.7722231,0.682228079937119
"A02x25322913","A02",112.1797633,0.63001638933136
"A02x25405032","A02",113.0058159,0.776476161004581
"A02x25425792","A02",113.4137759,0.709557561905399
"A02x25532887","A02",113.8217354,0.622879468002793
"A02x25659068","A02",114.6486429,0.818592213694785
"A02x25680707","A02",115.0566025,0.760539303431756
"A02x25743754","A02",115.4641309,0.495212943256263
"A02x25900706","A02",117.1603963,0.590585569036165
"A02x26123214","A02",117.9864376,0.606498342365796
"A02x26313799","A02",118.8131312,0.772385937928902
"A02x26358335","A02",119.220667,0.708794403274766
"A02x26589698","A02",120.4507916,0.457866190585491
"A03x97360","A03",0,3.18080462370247
"A03x118566","A03",0.382958487,2.77847887058044
"A03x143093","A03",0.79112846,2.48839688506715
"A03x150730","A03",1.199088015,2.605464312625
"A03x275258","A03",2.025995511,2.19722207888432
"A03x356060","A03",2.433530965,1.89713208150999
"A03x992366","A03",3.689519455,1.2700169310626
"A03x1233655","A03",4.515781816,1.38867130580039
"A03x1293411","A03",5.342261585,1.30602774844098
"A03x1385842","A03",6.168955216,1.19576605418027
"A03x1416635","A03",6.576914774,1.24849088569542
"A03x1465710","A03",6.985084642,1.1444539341139
"A03x1510399","A03",7.393254509,0.908005528656162
"A03x1519967","A03",7.801424376,1.18339470784613
"A03x1527696","A03",8.209594243,0.99457558924675
"A03x1543943","A03",8.61776411,0.961624264135537
"A03x1626782","A03",9.025933977,0.807624786486741
"A03x1730647","A03",9.434103844,0.849510476356215
"A03x1786910","A03",9.842273969,0.803434491105804
"A03x1851066","A03",10.24993152,1.05480906941062
"A03x2005993","A03",10.65767774,0.835923600758264
"A03x2053217","A03",11.91334472,0.701065495897495
"A03x2082804","A03",12.32088044,0.912994980092577
"A03x2225329","A03",13.14778793,0.750888284096561
"A03x2340276","A03",13.55553718,0.682585549924653
"A03x2454551","A03",14.38244467,0.510449680492542
"A03x2523512","A03",14.79040423,0.531429215853734
"A03x2583078","A03",15.1985741,0.353211264572053
"A03x2630245","A03",15.60653366,0.60099222191721
"A03x2680580","A03",16.43322729,0.629963948831971
"A03x2743333","A03",17.25992091,0.807381716769214
"A03x2893568","A03",17.66788047,0.738996545696864
"A03x2983118","A03",18.07605034,0.708900895898552
"A03x3002421","A03",18.4840099,0.627506578680993
"A03x3336329","A03",19.31091739,0.587678795088777
"A03x3568227","A03",19.71887695,0.654693030987829
"A03x3774722","A03",20.12704689,0.756866736431135
"A03x3870878","A03",20.53527004,0.905910986645921
"A03x3908627","A03",20.53527109,0.905912161342457
"A03x3997839","A03",21.36180046,0.646801053778262
"A03x4076710","A03",22.18806301,0.949631282862441
"A03x4173377","A03",23.44359305,1.01787307444818
"A03x4240578","A03",24.73778809,1.20319568118325
"A03x4296437","A03",25.15752592,1.49932503512218
"A03x4334970","A03",25.57770113,1.61264685582037
"A03x4378468","A03",25.99787634,1.84587467263603
"A03x4610440","A03",26.41783475,2.11467293822938
"A03x4610765","A03",27.26953321,2.25830980561699
"A03x4650187","A03",27.68951956,2.49461500228864
"A03x4696463","A03",27.68952061,2.49461494347861
"A03x4793357","A03",28.10972385,2.56615958735529
"A03x4887974","A03",28.52992708,2.71955781704347
"A03x4978409","A03",28.52992813,2.71955753074118
"A03x5068034","A03",28.95011608,3.05462885307736
"A03x5228969","A03",29.40041366,2.65207027146087
"A03x5282749","A03",29.85067975,2.83603922498739
"A03x5377872","A03",30.30094585,3.26922701420361
"A03x5439663","A03",30.75121194,3.45104596256391
"A03x5537477","A03",31.20147805,3.89736814172576
"A03x5597431","A03",31.65102677,3.54107619120967
"A03x5810755","A03",33.54192665,4.16324916938592
"A03x5905316","A03",33.99272627,3.65986513128453
"A03x6036372","A03",35.38972661,2.85718056612663
"A03x6154518","A03",35.8109148,2.60775608757515
"A03x6186685","A03",36.23259034,3.04106662304704
"A03x6224923","A03",36.65426587,3.17670884102702
"A03x6322505","A03",37.07572384,3.29721258773077
"A03x6386360","A03",37.930467,3.18616443576093
"A03x6417941","A03",38.35193731,3.45281427329959
"A03x6438843","A03",38.76130593,3.25148275723626
"A03x6622094","A03",39.59042964,3.90385308814842
"A03x7347941","A03",41.29236475,2.93699472869642
"A03x8080092","A03",42.12148846,2.65836795479066
"A03x8109794","A03",42.53086318,2.28351140374681
"A03x8169851","A03",42.9404492,1.8641762300241
"A03x8249284","A03",43.34888126,1.59128698216617
"A03x8382099","A03",45.05081201,1.18916321349727
"A03x8429428","A03",46.30996029,0.993088488667212
"A03x8538596","A03",47.13929085,0.960059801490274
"A03x8743700","A03",47.57833498,0.801209522494048
"A03x8812715","A03",48.01733245,0.827777311603853
"A03x8927035","A03",48.90847836,0.592669716703512
"A03x8966639","A03",49.34747583,0.731507424646566
"A03x9043360","A03",49.78670047,0.539658762274826
"A03x9208458","A03",50.22592511,0.467783787531829
"A03x9233927","A03",50.66514975,0.357009429892713
"A03x9334213","A03",51.10414722,0.32861765730334
"A03x9453646","A03",51.9950617,0.524380695489867
"A03x9519345","A03",52.88597632,0.531452589176467
"A03x9829397","A03",53.32449071,0.417896005408892
"A03x9953796","A03",54.15329711,0.388342647148278
"A03x10362678","A03",56.29876987,0.37744451688036
"A03x10573020","A03",56.70607846,0.435816227728168
"A03x10583907","A03",57.11403724,0.332313271348283
"A03x10645630","A03",57.94094473,0.446288314002885
"A03x10699747","A03",58.34890429,0.620204156002046
"A03x10739121","A03",58.75707338,0.76303016464189
"A03x10838879","A03",59.16524324,0.621948128356451
"A03x10877209","A03",59.5732028,0.787417957492011
"A03x11036908","A03",60.40011029,0.540376103573067
"A03x11077854","A03",60.80806985,0.493166365903193
"A03x11181150","A03",61.21623972,0.455124113507452
"A03x11287634","A03",61.62440978,0.343808184267289
"A03x11466142","A03",62.03219885,0.288104138587471
"A03x11791866","A03",62.43972759,0.222140019934955
"A03x12021134","A03",64.13580299,0.172687224542528
"A03x12103128","A03",64.54333159,0.19002845636652
"A03x12175322","A03",64.95150146,0.158170365690552
"A03x12338072","A03",65.35967133,0.152163528576551
"A03x12374307","A03",65.76784119,0.130823229381349
"A03x12501698","A03",66.17601106,0.195385524943333
"A03x12560745","A03",66.58418093,0.0777598478422021
"A03x12679724","A03",66.9923508,0.113508254654931
"A03x12854571","A03",67.40052066,0.206905948261095
"A03x12997092","A03",67.80869053,0.271282082232716
"A03x13128260","A03",68.2168604,0.262398952358581
"A03x13327802","A03",68.62481996,0.240892188910976
"A03x13531256","A03",69.45129618,0.195423524136572
"A03x13687552","A03",70.70728467,0.0841700656464752
"A03x13717255","A03",71.11503043,0.0694392231748679
"A03x13794333","A03",71.5232003,0.0799029380696368
"A03x13992712","A03",71.93137017,0.120835720506506
"A03x14066190","A03",72.33954003,0.197391741899509
"A03x14114548","A03",72.7477099,0.178400213669107
"A03x14164882","A03",73.15566946,0.170691802198803
"A03x14236893","A03",73.98257695,0.267321652987022
"A03x14401516","A03",74.3903262,0.184643286106279
"A03x14491869","A03",75.21723369,0.156923322532293
"A03x14556707","A03",75.62498294,0.163348804476243
"A03x14585658","A03",76.45189043,0.0699250860443783
"A03x14767219","A03",76.85963968,0.0318532529971094
"A03x14933805","A03",77.68654678,0.027791205775344
"A03x15147742","A03",78.09386487,0.00785549013829723
"A03x15289860","A03",79.79035169,0.0453329133406442
"A03x15439617","A03",80.1978797,0.0270403810390292
"A03x15552364","A03",80.60604957,0.0736818892214899
"A03x15589868","A03",81.01400912,0.0634065363506693
"A03x15613235","A03",81.84091662,0.0491881032464221
"A03x15810350","A03",82.24866586,0.073791872997532
"A03x15983737","A03",83.07557336,0.0574232414320477
"A03x16016626","A03",83.48353292,0.0247125569744071
"A03x16128634","A03",83.89149247,0.0327159243124129
"A03x16214316","A03",84.71839997,0.0388683831010894
"A03x16315533","A03",85.12614921,0.0113209832555299
"A03x16388952","A03",85.95305671,0.0172201168298898
"A03x16497890","A03",86.3603748,0.0080601952646191
"A03x16763491","A03",88.05686162,0.0250112562932259
"A03x16851075","A03",88.46439002,0.0139897109608285
"A03x16899208","A03",88.87255989,0.0249878709878146
"A03x16905131","A03",89.28072975,0.0483340201201656
"A03x16921981","A03",89.68889962,0.0762000091911545
"A03x17000953","A03",90.09706949,0.0762048826961461
"A03x17151125","A03",90.50481525,0.095822802805742
"A03x17233425","A03",91.76102131,0.0649776034896377
"A03x17428794","A03",92.16876707,0.0902045547759087
"A03x17636243","A03",92.57693694,0.044810445950219
"A03x17891230","A03",92.9851068,0.104749686216508
"A03x17945633","A03",93.39327667,0.125026424271624
"A03x17995728","A03",93.80123623,0.165791974426014
"A03x18057169","A03",94.62814372,0.357325099170026
"A03x18192977","A03",95.03546182,0.462534451811905
"A03x18279509","A03",96.7317272,0.224264126806077
"A03x18446954","A03",97.55798239,0.091770682170079
"A03x18490878","A03",97.96594195,0.15231801365934
"A03x18614669","A03",98.37411182,0.111228798976953
"A03x18787974","A03",98.78207137,0.0729037429519508
"A03x19141176","A03",99.60897887,0.268058967677149
"A03x19168325","A03",100.0169384,0.257242288298642
"A03x19327483","A03",100.4251083,0.362033425650651
"A03x19407869","A03",100.8330678,0.529699198193725
"A03x19521630","A03",101.6599753,0.385464682716645
"A03x19572534","A03",102.0679349,0.385466463116074
"A03x19588780","A03",102.4761048,0.47161502694442
"A03x19731924","A03",102.8840643,0.520351774313013
"A03x19849963","A03",103.710758,0.323761699116403
"A03x19928814","A03",104.5374516,0.215943576032885
"A03x20027810","A03",104.9454111,0.307132088986123
"A03x20139956","A03",105.353581,0.241105849190319
"A03x20186818","A03",105.7617509,0.300026645742179
"A03x20297537","A03",106.1694966,0.223773743146637
"A03x20335868","A03",107.4254851,0.199317380474355
"A03x21053512","A03",108.2519614,0.0838558192126868
"A03x21769356","A03",108.6592794,0.0915599255251323
"A03x21952964","A03",110.3557663,0.000186901404163109
"A03x22151769","A03",110.7630844,0.0118651996699271
"A03x22397890","A03",111.5899919,0.00368280186685865
"A03x22464203","A03",111.9977411,0.000434770560417519
"A03x22601970","A03",112.8246486,0.000682300580109541
"A03x22602321","A03",113.2323978,0.00285519711624715
"A03x22879126","A03",114.0588741,8.8945008144492e-05
"A03x23207388","A03",115.3148626,0.0417107785161193
"A03x23208268","A03",115.7226083,0.0636037172789088
"A03x23338138","A03",116.1307782,0.101835933777522
"A03x23614347","A03",116.5383066,0.124020978999795
"A03x24029011","A03",118.2343469,0.0529011704439881
"A03x24086683","A03",119.4896718,0.0908693512717775
"A03x24199357","A03",120.316148,0.0432002818665751
"A03x24259169","A03",120.7241075,0.0388377156773458
"A03x24393294","A03",121.1322774,0.0712589068781995
"A03x24556705","A03",121.5400232,0.107257018582089
"A03x24723428","A03",122.7962292,0.411912549701384
"A03x24950242","A03",123.2019491,0.349927919409595
"A03x25669408","A03",127.7970353,0.733070373264127
"A03x25858565","A03",129.0495437,1.20625252935324
"A03x26452643","A03",132.6257813,0.793314350066481
"A03x26563440","A03",133.0313161,0.69767764129179
"A03x26868118","A03",135.6155807,0.394007887294663
"A04x92546","A04",0,0.445002290219804
"A04x241595","A04",0.382748284,0.453964032886461
"A04x275110","A04",1.209442019,0.217729422666366
"A04x338930","A04",2.036135649,0.301449724794878
"A04x353174","A04",2.444095206,0.173982964355247
"A04x411597","A04",2.852265074,0.159659125036484
"A04x621065","A04",3.260434941,0.245096320882425
"A04x678975","A04",3.668604808,0.177988228462908
"A04x695170","A04",4.076774675,0.152516783475363
"A04x825193","A04",4.484944542,0.107064988188682
"A04x932068","A04",4.893114409,0.0903760298851068
"A04x1011208","A04",5.301284276,0.142855116429274
"A04x1027875","A04",5.709454143,0.130823825078295
"A04x1071274","A04",6.117624011,0.171943007878923
"A04x1090746","A04",6.525793879,0.183528134504115
"A04x1187017","A04",6.933753434,0.256566496041359
"A04x1283259","A04",7.760660928,0.12594610059989
"A04x1299887","A04",8.168620484,0.191454414838915
"A04x1409492","A04",8.576790352,0.135518495665792
"A04x1459842","A04",8.98496022,0.085695653435522
"A04x1470653","A04",9.392919777,0.0460135228826459
"A04x1551326","A04",10.21961341,0.0273270609138478
"A04x1660172","A04",11.04542998,0.0840657639461142
"A04x1835717","A04",13.19339912,0.000489383322303638
"A04x1888482","A04",13.60049618,0.0123739205203321
"A04x2014152","A04",14.42740368,0.000639297421002993
"A04x2224862","A04",14.83515293,0.0114861249093678
"A04x2508430","A04",15.66206042,0.00725113816253042
"A04x2638407","A04",16.06980967,0.0241818692468883
"A04x2902730","A04",16.89671726,0.00507472220414229
"A04x2952567","A04",17.30470239,0.00763937974986106
"A04x3248299","A04",17.30470344,0.00763934589664927
"A04x3436561","A04",17.7128989,0.164123688277783
"A04x3550818","A04",18.12085855,0.186063525092237
"A04x3658159","A04",18.94776604,0.17427553450085
"A04x3829663","A04",19.3557256,0.123265190633163
"A04x4348071","A04",19.76389546,0.164936983445983
"A04x4692055","A04",20.17174855,0.0723100507936749
"A04x6292708","A04",21.21167548,0.0489038859838899
"A04x6979546","A04",22.25120283,0.0222244979587458
"A04x7311385","A04",22.65884592,0.030719376533483
"A04x7829955","A04",23.48543962,0.0853911852923659
"A04x8057263","A04",23.89339933,0.121786289396169
"A04x8392208","A04",24.3015692,0.0805215712835547
"A04x8538423","A04",24.70973906,0.159533543263052
"A04x8655407","A04",25.11790893,0.159536941871323
"A04x8924483","A04",25.5260788,0.11141228807827
"A04x9039559","A04",25.93424906,0.0359686526137466
"A04x9150591","A04",26.3416434,0.0173031758637023
"A04x9375663","A04",26.74960326,0.00291225139355333
"A04x9583674","A04",27.57550163,0.00209037601939599
"A04x9690246","A04",28.40198141,0.0067654368199328
"A04x10038414","A04",29.22824337,0.015131002417121
"A04x10283910","A04",30.48423186,0.0362971734890323
"A04x10620604","A04",30.89176693,0.0316702717834687
"A04x10806068","A04",31.71867442,0.00321584156191079
"A04x10935769","A04",32.12663398,0.00133885982674542
"A04x11047501","A04",32.53480385,0.00388644815467387
"A04x11075431","A04",32.94297371,0.016104678595326
"A04x11538592","A04",33.35114358,0.0161042051748268
"A04x11952922","A04",33.75931345,0.00183408530435258
"A04x12186306","A04",34.16748331,0.00495601710741767
"A04x12327483","A04",34.57555382,0.00774957316190239
"A04x12461375","A04",35.18037786,0.00098772660444979
