"chr","pos","lod"
"A01x26378441","A01",90.46674053,0.351066107718088
"A01x26495518","A01",91.30032376,0.480513813359147
"A01x26649666","A01",92.13390709,0.66454959297061
"A01x26761091","A01",92.52001138,0.6499772955199
"A02x106635","A02",0,0.166180763255831
"A02x128725","A02",0.386316273,0.138305007178321
"A02x222925","A02",0.797633633,0.145060554664536
"A02x309377","A02",1.631432566,0.414349854181779
"A02x330209","A02",2.042537731,0.461486519879221
"A02x402400","A02",2.876120967,0.456807650458851
"A02x662264","A02",3.708588725,0.45001697988299
"A02x733246","A02",6.343080481,1.16755342892446
"A02x886252","A02",6.753513048,0.474187189815609
"A02x905359","A02",7.1650424,0.469866933317398
"A02x966946","A02",7.576571749,0.479363165748556
"A02x987547","A02",7.987673371,0.650860532323003
"A02x1099476","A02",9.25439586,0.240641841604042
"A02x1160646","A02",9.830388554,0.389169304137173
"A02x1202091","A02",11.27048381,0.577951718419836
"A02x1286195","A02",12.10287558,0.662198820073227
"A02x1380156","A02",14.26802543,0.457604683236818
"A02x1578551","A02",17.38208764,0.83842090206471
"A02x1585513","A02",18.21453647,0.648476610593608
"A02x1600026","A02",18.62564165,0.681703929811418
"A02x1628497","A02",19.45944058,0.414330199427733
"A02x1663532","A02",19.87075784,0.324095554652363
"A02x1719897","A02",20.28228718,0.359411182573092
"A02x1755467","A02",20.69381653,0.329586756775896
"A02x1867868","A02",21.10534588,0.347257041284758
"A02x1885427","A02",21.51687523,0.356888447889402
"A02x1941115","A02",21.9275346,0.357137108843345
"A02x2153775","A02",24.09410852,0.432001135364034
"A02x2241974","A02",24.92680695,0.424906082471082
"A02x2297492","A02",25.76039019,0.300366721516104
"A02x2320366","A02",26.17149535,0.370800784712543
"A02x2359123","A02",27.00529429,0.272717165335735
"A02x2372490","A02",27.41659374,0.188893938134161
"A02x2444389","A02",27.81511819,0.251104056871769
"A02x9341556","A02",64.48281921,0.142885492106799
"A02x9399462","A02",64.87798423,0.117884171157224
"A02x9415100","A02",65.28613629,0.0722796373883856
"A02x9440986","A02",65.69430617,0.269530192241051
"A02x9477901","A02",66.10247604,0.314634243049053
"A02x9558103","A02",66.51043559,0.345868558372722
"A02x10165707","A02",67.33734309,0.243720703135862
"A02x10235219","A02",67.74530264,0.283890633670479
"A02x10369296","A02",68.1532622,0.288961946888552
"A02x10606798","A02",68.9801697,0.157255753650389
"A02x10812958","A02",69.38791895,0.158502339056898
"A02x10819082","A02",70.21417413,0.0188885660183793
"A02x11182956","A02",71.91043952,0.0470635314478756
"A02x11407503","A02",72.31796792,0.0257013221043092
"A02x11479009","A02",72.72613779,0.0605352144882634
"A02x11484559","A02",73.13388355,0.0451866611400877
"A02x11746307","A02",74.39008961,0.0854135696452918
"A02x11841851","A02",74.79762506,0.135370228542428
"A02x12174045","A02",75.62410129,0.0550898909055118
"A02x12745444","A02",76.88008977,0.00966289885483995
"A02x12927010","A02",77.28783554,0.0447320090831855
"A02x12978488","A02",77.69558167,0.0212293987542047
"A02x13567707","A02",78.95126166,0.0129622674294492
"A02x13187960","A02",78.95126271,0.0129621060530809
"A02x13043445","A02",78.95126376,0.0129621174927497
"A02x13776026","A02",79.35949972,0.00918115225626615
"A02x13955013","A02",79.76766965,0.00354725642922027
"A02x14252279","A02",80.17583952,6.08450924808324e-05
"A02x14572702","A02",80.58400939,0.000319384943821888
"A02x14798126","A02",80.99217925,0.000319237716245979
"A02x14876298","A02",81.40034912,0.00110493670740475
"A02x14992949","A02",81.80851908,0.000211330675490728
"A02x15281478","A02",82.21671453,3.58248149936458e-05
"A02x16849251","A02",82.21671558,3.58233647403949e-05
"A02x18495757","A02",82.62491103,0.000565970134243088
"A02x19072264","A02",83.03308099,0.00628527661074685
"A02x19364088","A02",83.44082675,0.00560454773471264
"A02x19548615","A02",84.69703268,0.0686170330947409
"A02x19733144","A02",85.10477844,0.0734367612445244
"A02x20144303","A02",85.512738,0.0857633436612399
"A02x20311794","A02",86.33921409,0.0307605805166187
"A02x20420496","A02",87.59520258,0.00321810002794543
"A02x20560232","A02",88.00230688,0.000157478240154774
"A02x21859552","A02",89.6987937,0.0425047840363337
"A02x21996109","A02",90.1063221,0.0242069936749036
"A02x22120337","A02",90.51428166,0.0140635427362135
"A02x22160253","A02",91.34075789,0.0099025305228011
"A02x22262726","A02",92.59630764,0.00103210220337679
"A02x22613501","A02",93.85185739,0.00172915367659598
"A02x22788955","A02",94.67833362,0.00117526488184794
"A02x22935096","A02",95.08629318,0.00101509759471341
"A02x22962888","A02",95.49446305,0.0179842540178399
"A02x23054939","A02",95.90220881,0.0603627941410974
"A02x23148526","A02",97.15841486,0.0116983285214882
"A02x23266029","A02",97.56616062,0.0522009961254053
"A02x23304571","A02",97.97433049,0.110554991292162
"A02x23348001","A02",98.38250036,0.101690110330507
"A02x23508352","A02",98.79067023,0.10459759640354
"A02x23625802","A02",99.19862979,0.115595855782926
"A02x23649305","A02",100.0253234,0.266228015750452
"A02x23711520","A02",100.8518032,0.218101787128541
"A02x23876242","A02",101.6784968,0.241618166470955
"A02x23903013","A02",102.0860323,0.280645515795991
"A02x23937274","A02",103.3422383,0.104517848204683
"A02x24015203","A02",103.7488968,0.081800943549398
"A02x24363731","A02",106.3606963,0.0285558480672137
"A02x24371846","A02",106.7675686,0.0115154936150272
"A02x24474281","A02",107.5944761,0.11644480575422
"A02x24603877","A02",108.0024357,0.220352769267148
"A02x24630187","A02",108.410181,0.217724285563397
"A02x25029146","A02",109.6672483,0.131450442281151
"A02x25061502","A02",110.0746763,0.136796211219083
"A02x25312572","A02",111.7722231,0.10728749585126
"A02x25322913","A02",112.1797633,0.210239845974252
"A02x25405032","A02",113.0058159,0.297296905374987
"A02x25425792","A02",113.4137759,0.370348705864156
"A02x25532887","A02",113.8217354,0.359061316158927
"A02x25659068","A02",114.6486429,0.389100767505147
"A02x25680707","A02",115.0566025,0.533458244743501
"A02x25743754","A02",115.4641309,0.753879348357426
"A02x25900706","A02",117.1603963,0.826134004735838
"A02x26123214","A02",117.9864376,0.967613298464157
"A02x26313799","A02",118.8131312,1.11339033197011
"A02x26358335","A02",119.220667,1.11570893254015
"A02x26589698","A02",120.4507916,1.24789151658953
"A03x97360","A03",0,3.53902127015736
"A03x118566","A03",0.382958487,3.11970402913776
"A03x143093","A03",0.79112846,2.93101539442375
"A03x150730","A03",1.199088015,2.97509589116611
"A03x275258","A03",2.025995511,3.48826550680711
"A03x356060","A03",2.433530965,2.76587679869803
"A03x992366","A03",3.689519455,2.656940660966
"A03x1233655","A03",4.515781816,2.44223857713087
"A03x1293411","A03",5.342261585,1.99552850403901
"A03x1385842","A03",6.168955216,1.7666028882287
"A03x1416635","A03",6.576914774,1.74967195860895
"A03x1465710","A03",6.985084642,1.55647836405032
"A03x1510399","A03",7.393254509,1.55535749690544
"A03x1519967","A03",7.801424376,1.73904450286123
"A03x1527696","A03",8.209594243,1.65266860283809
"A03x1543943","A03",8.61776411,1.32845879555346
"A03x1626782","A03",9.025933977,1.44121493419343
"A03x1730647","A03",9.434103844,1.38854974224814
"A03x1786910","A03",9.842273969,1.39712644510071
"A03x1851066","A03",10.24993152,1.51709508975902
"A03x2005993","A03",10.65767774,1.14274372943083
"A03x2053217","A03",11.91334472,0.752253435967868
"A03x2082804","A03",12.32088044,0.779689071796005
"A03x2225329","A03",13.14778793,0.77995245835837
"A03x2340276","A03",13.55553718,0.579601691746124
"A03x2454551","A03",14.38244467,0.603691604539211
"A03x2523512","A03",14.79040423,0.641987247121675
"A03x2583078","A03",15.1985741,0.480362329816927
"A03x2630245","A03",15.60653366,0.600157528618752
"A03x2680580","A03",16.43322729,0.784755725697137
"A03x2743333","A03",17.25992091,0.66490440025555
"A03x2893568","A03",17.66788047,0.67546398639484
"A03x2983118","A03",18.07605034,0.634101186404628
"A03x3002421","A03",18.4840099,0.555950347115026
"A03x3336329","A03",19.31091739,0.45610247303803
"A03x3568227","A03",19.71887695,0.362692796018834
"A03x3774722","A03",20.12704689,0.445915528521665
"A03x3870878","A03",20.53527004,0.582733989475152
"A03x3908627","A03",20.53527109,0.582734657736781
"A03x3997839","A03",21.36180046,0.357166299655297
"A03x4076710","A03",22.18806301,0.450552579794184
"A03x4173377","A03",23.44359305,0.184491603202659
"A03x4240578","A03",24.73778809,0.189426759198973
"A03x4296437","A03",25.15752592,0.238949371498158
"A03x4334970","A03",25.57770113,0.279759168725791
"A03x4378468","A03",25.99787634,0.34644659329871
"A03x4610440","A03",26.41783475,0.312353101529247
"A03x4610765","A03",27.26953321,0.548741142359415
"A03x4650187","A03",27.68951956,0.499370131251458
"A03x4696463","A03",27.68952061,0.499370170850842
"A03x4793357","A03",28.10972385,0.606488625536942
"A03x4887974","A03",28.52992708,0.691075370097161
"A03x4978409","A03",28.52992813,0.691075167789709
"A03x5068034","A03",28.95011608,0.985910296140773
"A03x5228969","A03",29.40041366,0.767123964732566
"A03x5282749","A03",29.85067975,0.751690698638811
"A03x5377872","A03",30.30094585,0.761659273813866
"A03x5439663","A03",30.75121194,0.839141499487399
"A03x5537477","A03",31.20147805,0.919347207974788
"A03x5597431","A03",31.65102677,0.826561031815238
"A03x5810755","A03",33.54192665,1.16150170086511
"A03x5905316","A03",33.99272627,1.03291476043985
"A03x6036372","A03",35.38972661,0.455797624357748
"A03x6154518","A03",35.8109148,0.451112575991099
"A03x6186685","A03",36.23259034,0.375845024877727
"A03x6224923","A03",36.65426587,0.368302799846902
"A03x6322505","A03",37.07572384,0.373066892379114
"A03x6386360","A03",37.930467,0.48924288692425
"A03x6417941","A03",38.35193731,0.501219051339849
"A03x6438843","A03",38.76130593,0.514134719818051
"A03x6622094","A03",39.59042964,1.03972694582217
"A03x7347941","A03",41.29236475,0.687228244565159
"A03x8080092","A03",42.12148846,0.680540400016614
"A03x8109794","A03",42.53086318,0.765684589863273
"A03x8169851","A03",42.9404492,0.691124651914015
"A03x8249284","A03",43.34888126,0.414931479989496
"A03x8382099","A03",45.05081201,0.203897619754091
"A03x8429428","A03",46.30996029,0.420016210460952
"A03x8538596","A03",47.13929085,0.315561320642002
"A03x8743700","A03",47.57833498,0.201296818972796
"A03x8812715","A03",48.01733245,0.185863027206063
"A03x8927035","A03",48.90847836,0.150975583147355
"A03x8966639","A03",49.34747583,0.188845693019909
"A03x9043360","A03",49.78670047,0.141678340237252
"A03x9208458","A03",50.22592511,0.143458057555335
"A03x9233927","A03",50.66514975,0.17042333791197
"A03x9334213","A03",51.10414722,0.177780119382412
"A03x9453646","A03",51.9950617,0.201055161519481
"A03x9519345","A03",52.88597632,0.12892388119568
"A03x9829397","A03",53.32449071,0.0702919940853732
"A03x9953796","A03",54.15329711,0.0171925081815267
"A03x10362678","A03",56.29876987,0.00237059272335038
"A03x10573020","A03",56.70607846,0.0149342470479485
"A03x10583907","A03",57.11403724,0.0137800799318786
"A03x10645630","A03",57.94094473,0.000163755160128787
"A03x10699747","A03",58.34890429,0.00299381475634419
"A03x10739121","A03",58.75707338,0.00247937064735204
"A03x10838879","A03",59.16524324,0.00750638863040543
"A03x10877209","A03",59.5732028,0.0300674522187148
"A03x11036908","A03",60.40011029,0.0362713813185085
"A03x11077854","A03",60.80806985,0.0399841305982314
"A03x11181150","A03",61.21623972,0.0398855873656601
"A03x11287634","A03",61.62440978,0.0519687058810767
"A03x11466142","A03",62.03219885,0.031917475458684
"A03x11791866","A03",62.43972759,0.0164145548912238
"A03x12021134","A03",64.13580299,0.00688186492387466
"A03x12103128","A03",64.54333159,0.0416333741237445
"A03x12175322","A03",64.95150146,0.0190829884276305
"A03x12338072","A03",65.35967133,0.00666456038714536
"A03x12374307","A03",65.76784119,0.00456802059158079
"A03x12501698","A03",66.17601106,0.000932865063848709
"A03x12560745","A03",66.58418093,0.0478947809753922
"A03x12679724","A03",66.9923508,0.0536521110124184
"A03x12854571","A03",67.40052066,0.0224940806854246
"A03x12997092","A03",67.80869053,0.0196656525110335
"A03x13128260","A03",68.2168604,0.00410677246775926
"A03x13327802","A03",68.62481996,0.00306944008871746
"A03x13531256","A03",69.45129618,0.00431675778201424
"A03x13687552","A03",70.70728467,0.0400637879595429
"A03x13717255","A03",71.11503043,0.0340562996274993
"A03x13794333","A03",71.5232003,0.00432227118249884
"A03x13992712","A03",71.93137017,0.000259705487602346
"A03x14066190","A03",72.33954003,0.025707888355706
"A03x14114548","A03",72.7477099,0.0382850115681794
"A03x14164882","A03",73.15566946,0.0324027126564133
"A03x14236893","A03",73.98257695,0.000588282324256895
"A03x14401516","A03",74.3903262,0.0146844716021377
"A03x14491869","A03",75.21723369,0.00748105324814219
"A03x14556707","A03",75.62498294,0.029238256145991
"A03x14585658","A03",76.45189043,0.0633573515923107
"A03x14767219","A03",76.85963968,0.0937258419438223
"A03x14933805","A03",77.68654678,0.142240734699746
"A03x15147742","A03",78.09386487,0.129002001930559
"A03x15289860","A03",79.79035169,0.261219356026526
"A03x15439617","A03",80.1978797,0.252959853469852
"A03x15552364","A03",80.60604957,0.282862928845972
"A03x15589868","A03",81.01400912,0.282449464629781
"A03x15613235","A03",81.84091662,0.202364399677265
"A03x15810350","A03",82.24866586,0.251965869264483
"A03x15983737","A03",83.07557336,0.162304778629858
"A03x16016626","A03",83.48353292,0.132144503770203
"A03x16128634","A03",83.89149247,0.10665917591931
"A03x16214316","A03",84.71839997,0.127950167750926
"A03x16315533","A03",85.12614921,0.198369421579011
"A03x16388952","A03",85.95305671,0.5175706097318
"A03x16497890","A03",86.3603748,0.419935575701052
"A03x16763491","A03",88.05686162,0.333723420184608
"A03x16851075","A03",88.46439002,0.345642544096219
"A03x16899208","A03",88.87255989,0.386634829761142
"A03x16905131","A03",89.28072975,0.5398782605559
"A03x16921981","A03",89.68889962,0.573749247171516
"A03x17000953","A03",90.09706949,0.57377165817805
"A03x17151125","A03",90.50481525,0.743393893238105
"A03x17233425","A03",91.76102131,0.574484666728683
"A03x17428794","A03",92.16876707,0.517617551159313
"A03x17636243","A03",92.57693694,0.447442753138089
"A03x17891230","A03",92.9851068,0.506515833501128
"A03x17945633","A03",93.39327667,0.513317448634487
"A03x17995728","A03",93.80123623,0.592724334246261
"A03x18057169","A03",94.62814372,0.745206252183868
"A03x18192977","A03",95.03546182,0.580176247545444
"A03x18279509","A03",96.7317272,0.203985347230297
"A03x18446954","A03",97.55798239,0.16625337123954
"A03x18490878","A03",97.96594195,0.212392243817858
"A03x18614669","A03",98.37411182,0.190904206481074
"A03x18787974","A03",98.78207137,0.104681030598838
"A03x19141176","A03",99.60897887,0.150864790287059
"A03x19168325","A03",100.0169384,0.103611792932798
"A03x19327483","A03",100.4251083,0.169055992487742
"A03x19407869","A03",100.8330678,0.122363577269576
"A03x19521630","A03",101.6599753,0.125382876006391
"A03x19572534","A03",102.0679349,0.125382372918414
"A03x19588780","A03",102.4761048,0.119007788492404
"A03x19731924","A03",102.8840643,0.147485106110238
"A03x19849963","A03",103.710758,0.120284991730646
"A03x19928814","A03",104.5374516,0.0580662454201981
"A03x20027810","A03",104.9454111,0.0594063446309185
"A03x20139956","A03",105.353581,0.0235908783344314
"A03x20186818","A03",105.7617509,0.0315361110986974
"A03x20297537","A03",106.1694966,0.0461532400031661
"A03x20335868","A03",107.4254851,0.0634895419380328
"A03x21053512","A03",108.2519614,0.020973888037032
"A03x21769356","A03",108.6592794,0.0183027718788455
"A03x21952964","A03",110.3557663,0.00258718797778101
"A03x22151769","A03",110.7630844,0.208448408311186
"A03x22397890","A03",111.5899919,0.301135616577586
"A03x22464203","A03",111.9977411,0.231370473294847
"A03x22601970","A03",112.8246486,0.178272609668968
"A03x22602321","A03",113.2323978,0.161011249597493
"A03x22879126","A03",114.0588741,0.132303156485872
"A03x23207388","A03",115.3148626,0.0687842135753005
"A03x23208268","A03",115.7226083,0.051250455045043
"A03x23338138","A03",116.1307782,0.010431682375577
"A03x23614347","A03",116.5383066,0.000115333004426788
"A03x24029011","A03",118.2343469,0.00510537223838803
"A03x24086683","A03",119.4896718,0.000111564283869825
"A03x24199357","A03",120.316148,0.000427024990010239
"A03x24259169","A03",120.7241075,0.000169361624168474
"A03x24393294","A03",121.1322774,0.00164867764696019
"A03x24556705","A03",121.5400232,0.00055803986832359
"A03x24723428","A03",122.7962292,0.200266702057002
"A03x24950242","A03",123.2019491,0.16091974060928
"A03x25669408","A03",127.7970353,0.0644259534379401
"A03x25858565","A03",129.0495437,0.0738888767486863
"A03x26452643","A03",132.6257813,0.00896748592603558
"A03x26563440","A03",133.0313161,0.0132642582929776
"A03x26868118","A03",135.6155807,0.000111746997919937
"A04x92546","A04",0,0.0344670746165665
"A04x241595","A04",0.382748284,0.0400507830576586
"A04x275110","A04",1.209442019,0.0413882538086803
"A04x338930","A04",2.036135649,0.00182490092161025
"A04x353174","A04",2.444095206,0.0219601838859926
"A04x411597","A04",2.852265074,0.0723110270074603
"A04x621065","A04",3.260434941,0.0326857612708658
"A04x678975","A04",3.668604808,0.0205246911833399
"A04x695170","A04",4.076774675,0.0605988390446637
"A04x825193","A04",4.484944542,0.0607738310729111
"A04x932068","A04",4.893114409,0.0636561867643781
"A04x1011208","A04",5.301284276,0.0533346779261237
"A04x1027875","A04",5.709454143,0.0613675493772678
"A04x1071274","A04",6.117624011,0.0673471828793986
"A04x1090746","A04",6.525793879,0.0338743813462496
"A04x1187017","A04",6.933753434,0.0453363163623433
"A04x1283259","A04",7.760660928,0.0569804017695308
"A04x1299887","A04",8.168620484,0.0236807982450227
"A04x1409492","A04",8.576790352,0.025405682003969
"A04x1459842","A04",8.98496022,0.00353186821286222
"A04x1470653","A04",9.392919777,0.00284631324879392
"A04x1551326","A04",10.21961341,0.0290942506318945
"A04x1660172","A04",11.04542998,0.0117950052482776
"A04x1835717","A04",13.19339912,0.029670722263976
"A04x1888482","A04",13.60049618,0.00445961479400658
"A04x2014152","A04",14.42740368,0.0512103076081729
"A04x2224862","A04",14.83515293,0.0391474361123834
"A04x2508430","A04",15.66206042,0.0697335493283298
"A04x2638407","A04",16.06980967,0.0421637094027449
"A04x2902730","A04",16.89671726,0.052768148789168
"A04x2952567","A04",17.30470239,0.0452585728296881
"A04x3248299","A04",17.30470344,0.0452585352771866
"A04x3436561","A04",17.7128989,0.000216303079797697
"A04x3550818","A04",18.12085855,0.000250489509170393
"A04x3658159","A04",18.94776604,0.00526446368292355
"A04x3829663","A04",19.3557256,0.0264223844609379
"A04x4348071","A04",19.76389546,0.0310569573387056
"A04x4692055","A04",20.17174855,0.0802061090050987
"A04x6292708","A04",21.21167548,0.0520017353260389
"A04x6979546","A04",22.25120283,0.122881438294653
"A04x7311385","A04",22.65884592,0.0680689791755018
"A04x7829955","A04",23.48543962,0.0157742715455989
"A04x8057263","A04",23.89339933,0.0103387574909046
"A04x8392208","A04",24.3015692,0.010403586865678
"A04x8538423","A04",24.70973906,0.0822270609702365
"A04x8655407","A04",25.11790893,0.0822468447876616
"A04x8924483","A04",25.5260788,0.106586762500642
"A04x9039559","A04",25.93424906,0.0791322915681132
"A04x9150591","A04",26.3416434,0.0864540325759009
"A04x9375663","A04",26.74960326,0.0962066711672467
"A04x9583674","A04",27.57550163,0.0604813939250803
"A04x9690246","A04",28.40198141,0.0239051801138075
"A04x10038414","A04",29.22824337,0.0143274582887258
"A04x10283910","A04",30.48423186,0.000496174203846067
"A04x10620604","A04",30.89176693,5.63829558828388e-05
"A04x10806068","A04",31.71867442,0.0629836023835253
"A04x10935769","A04",32.12663398,0.062843633880286
"A04x11047501","A04",32.53480385,0.0665138167390396
"A04x11075431","A04",32.94297371,0.0664593739510622
"A04x11538592","A04",33.35114358,0.0664551967635223
"A04x11952922","A04",33.75931345,0.0298321150196994
"A04x12186306","A04",34.16748331,0.0443533420236157
"A04x12327483","A04",34.57555382,0.0475757677826572
