"chr","bin.start","bin.end","tx_name"
"A01",3813012,4046227,"Bra011092"
"A01",3813012,4046227,"Bra011091"
"A01",3813012,4046227,"Bra011089"
"A01",3813012,4046227,"Bra011087"
"A01",3813012,4046227,"Bra011082"
"A01",4046740,4083048,"Bra011080"
"A01",4046740,4083048,"Bra011076"
"A01",4087376,4115946,"Bra011069"
"A01",4087376,4115946,"Bra011068"
"A01",4138366,4174094,"Bra011063"
"A01",4138366,4174094,"Bra011059"
"A01",4258586,4280946,"Bra011046"
"A01",4258586,4280946,"Bra011043"
"A01",4258586,4280946,"Bra011042"
"A01",4324825,4353563,"Bra011035"
"A01",4324825,4353563,"Bra011032"
"A01",4324825,4353563,"Bra011030"
"A01",4396572,4440721,"Bra040161"
"A01",4396572,4440721,"Bra040163"
"A01",4396572,4440721,"Bra040166"
"A01",4462042,4463260,"Bra040171"
"A01",4462042,4463260,"Bra040172"
"A01",4519360,4647259,"Bra040180"
"A01",4519360,4647259,"Bra040182"
"A01",4519360,4647259,"Bra013257"
"A01",4519360,4647259,"Bra013258"
"A01",4519360,4647259,"Bra013260"
"A01",4519360,4647259,"Bra013261"
"A01",4519360,4647259,"Bra013262"
"A01",4519360,4647259,"Bra013265"
"A01",4519360,4647259,"Bra013266"
"A01",4519360,4647259,"Bra013269"
"A01",4734474,4745921,"Bra013285"
"A01",4754135,5016285,"Bra013287"
"A01",4754135,5016285,"Bra013288"
"A01",4754135,5016285,"Bra013289"
"A01",4754135,5016285,"Bra013290"
"A01",4754135,5016285,"Bra013291"
"A01",4754135,5016285,"Bra013292"
"A01",4754135,5016285,"Bra013294"
"A01",4754135,5016285,"Bra013296"
"A01",4754135,5016285,"Bra100043"
"A01",4754135,5016285,"Bra013298"
"A01",4754135,5016285,"Bra013300"
"A01",4754135,5016285,"Bra013301"
"A01",4754135,5016285,"Bra013302"
"A01",4754135,5016285,"Bra013303"
"A01",4754135,5016285,"Bra013305"
"A01",4754135,5016285,"Bra100044"
"A01",4754135,5016285,"Bra100045"
"A01",4754135,5016285,"Bra013311"
"A01",4754135,5016285,"Bra013313"
"A01",4754135,5016285,"Bra013317"
"A01",4754135,5016285,"Bra013318"
"A01",4754135,5016285,"Bra100046"
"A01",4754135,5016285,"Bra013319"
"A01",4754135,5016285,"Bra013320"
"A01",5016576,5023349,"Bra013324"
"A01",5016576,5023349,"Bra013326"
"A01",5016576,5023349,"Bra013327"
"A01",5016576,5023349,"Bra013328"
"A01",5104979,5113917,"Bra013341"
"A01",5152228,5249547,"Bra013353"
"A01",5152228,5249547,"Bra013354"
"A01",5152228,5249547,"Bra013356"
"A01",5152228,5249547,"Bra013359"
"A01",5152228,5249547,"Bra013360"
"A01",5152228,5249547,"Bra013361"
"A01",5152228,5249547,"Bra013362"
"A01",5152228,5249547,"Bra013363"
"A01",5152228,5249547,"Bra013364"
"A01",5152228,5249547,"Bra013366"
"A01",5284411,5330850,"Bra013375"
"A01",5284411,5330850,"Bra013377"
"A01",5284411,5330850,"Bra013378"
"A01",5284411,5330850,"Bra013381"
"A01",5284411,5330850,"Bra013382"
"A01",5284411,5330850,"Bra013384"
"A01",5284411,5330850,"Bra013385"
"A01",5331753,5627167,"Bra013386"
"A01",5331753,5627167,"Bra013388"
"A01",5331753,5627167,"Bra013389"
"A01",5331753,5627167,"Bra013398"
"A01",5331753,5627167,"Bra013400"
"A01",5331753,5627167,"Bra100051"
"A01",5331753,5627167,"Bra013401"
"A01",5331753,5627167,"Bra013402"
"A01",5331753,5627167,"Bra013403"
"A01",5331753,5627167,"Bra013404"
"A01",5331753,5627167,"Bra013405"
"A01",5331753,5627167,"Bra013407"
"A01",5331753,5627167,"Bra013412"
"A01",5331753,5627167,"Bra013414"
"A01",5331753,5627167,"Bra013418"
"A01",5331753,5627167,"Bra013419"
"A01",5331753,5627167,"Bra013420"
"A01",5331753,5627167,"Bra013421"
"A01",5331753,5627167,"Bra013422"
"A01",5331753,5627167,"Bra013425"
"A01",5331753,5627167,"Bra013428"
"A01",5331753,5627167,"Bra013429"
"A01",5666147,5807438,"Bra013437"
"A01",5666147,5807438,"Bra013438"
"A01",5666147,5807438,"Bra013440"
"A01",5666147,5807438,"Bra013445"
"A01",5666147,5807438,"Bra013446"
"A01",5666147,5807438,"Bra013447"
"A01",5666147,5807438,"Bra100053"
"A01",5666147,5807438,"Bra013450"
"A01",5666147,5807438,"Bra013451"
"A01",5666147,5807438,"Bra013452"
"A01",5666147,5807438,"Bra013453"
"A01",5666147,5807438,"Bra013454"
"A01",5666147,5807438,"Bra013456"
"A01",5666147,5807438,"Bra013457"
"A01",5809957,5811116,"Bra013458"
"A01",5814980,5848599,"Bra013460"
"A01",5814980,5848599,"Bra013461"
"A01",5814980,5848599,"Bra013463"
"A01",5814980,5848599,"Bra013467"
"A01",5814980,5848599,"Bra013468"
"A01",5885993,5888967,"Bra013476"
"A01",5917758,5928794,"Bra013481"
"A01",5943430,5995574,"Bra013485"
"A01",5943430,5995574,"Bra013486"
"A01",5943430,5995574,"Bra013487"
"A01",5943430,5995574,"Bra013488"
"A01",5943430,5995574,"Bra013489"
"A01",5943430,5995574,"Bra013490"
"A01",5943430,5995574,"Bra013491"
"A01",5943430,5995574,"Bra013492"
"A01",5943430,5995574,"Bra013493"
"A01",5943430,5995574,"Bra013494"
"A01",5943430,5995574,"Bra013495"
"A01",5943430,5995574,"Bra013496"
"A01",5996810,6009312,"Bra013498"
"A01",5996810,6009312,"Bra013499"
"A01",5996810,6009312,"Bra100056"
"A01",6016544,6112298,"Bra013502"
"A01",6016544,6112298,"Bra013507"
"A01",6016544,6112298,"Bra013508"
"A01",6016544,6112298,"Bra013510"
"A01",6016544,6112298,"Bra013512"
"A01",6016544,6112298,"Bra013513"
"A01",6016544,6112298,"Bra013516"
"A01",6016544,6112298,"Bra013517"
"A01",6016544,6112298,"Bra013518"
"A01",6016544,6112298,"Bra013519"
"A01",6016544,6112298,"Bra013520"
"A01",6133007,6180545,"Bra013527"
"A01",6133007,6180545,"Bra013528"
"A01",6133007,6180545,"Bra100058"
"A01",6197543,6202741,"Bra013538"
"A01",6203788,6208673,"Bra013540"
"A01",6210679,6298190,"Bra013541"
"A01",6210679,6298190,"Bra013542"
"A01",6210679,6298190,"Bra013543"
"A01",6210679,6298190,"Bra013546"
"A01",6210679,6298190,"Bra013548"
"A01",6210679,6298190,"Bra013549"
"A01",6347175,6368689,"Bra013559"
"A01",6347175,6368689,"Bra013560"
"A01",6347175,6368689,"Bra013561"
"A01",6347175,6368689,"Bra013562"
"A01",6369936,6445488,"Bra013564"
"A01",6369936,6445488,"Bra013567"
"A01",6369936,6445488,"Bra013573"
"A01",6369936,6445488,"Bra013574"
"A01",6369936,6445488,"Bra013575"
"A01",6369936,6445488,"Bra013577"
"A01",6445605,6512264,"Bra013578"
"A01",6445605,6512264,"Bra013582"
"A01",6445605,6512264,"Bra013583"
"A01",6545784,6602285,"Bra013594"
"A01",6545784,6602285,"Bra100061"
"A01",6545784,6602285,"Bra100062"
"A01",6545784,6602285,"Bra013596"
"A01",6545784,6602285,"Bra013597"
"A01",6603034,6877465,"Bra013605"
"A01",6603034,6877465,"Bra013606"
"A01",6603034,6877465,"Bra013608_Bra013609"
"A01",6603034,6877465,"Bra013611"
"A01",6603034,6877465,"Bra013614"
"A01",6603034,6877465,"Bra013617"
"A01",6603034,6877465,"Bra013622"
"A01",6603034,6877465,"Bra013626"
"A01",6603034,6877465,"Bra013630"
"A01",6603034,6877465,"Bra013631"
"A01",6603034,6877465,"Bra013632"
"A01",6603034,6877465,"Bra013634"
"A01",6603034,6877465,"Bra013635"
"A01",6603034,6877465,"Bra013636"
"A01",6603034,6877465,"Bra013637"
"A01",6603034,6877465,"Bra013639"
"A01",6603034,6877465,"Bra013644"
"A01",6603034,6877465,"Bra013645"
"A01",6603034,6877465,"Bra013649"
"A01",6879924,6899313,"Bra013651"
"A01",6879924,6899313,"Bra013653"
"A01",6879924,6899313,"Bra013654"
"A01",6879924,6899313,"Bra013655"
"A01",6933319,6996205,"Bra013661"
"A01",6933319,6996205,"Bra013664"
"A01",7045418,7369271,"Bra013672"
"A01",7045418,7369271,"Bra013674"
"A01",7045418,7369271,"Bra013678"
"A01",7045418,7369271,"Bra013681"
"A01",7045418,7369271,"Bra013683"
"A01",7045418,7369271,"Bra100063"
"A01",7045418,7369271,"Bra013685"
"A01",7045418,7369271,"Bra013689"
"A01",7045418,7369271,"Bra013690"
"A01",7045418,7369271,"Bra013691"
"A01",7045418,7369271,"Bra013692"
"A01",7045418,7369271,"Bra100066"
"A01",7045418,7369271,"Bra100067"
"A01",7045418,7369271,"Bra013693"
"A01",7045418,7369271,"Bra013697"
"A01",7045418,7369271,"Bra013702"
"A01",7045418,7369271,"Bra013706"
"A01",7045418,7369271,"Bra013708"
"A01",7045418,7369271,"Bra013710"
"A01",7045418,7369271,"Bra013711"
"A01",7045418,7369271,"Bra013712"
"A01",7045418,7369271,"Bra013714"
"A01",7045418,7369271,"Bra013715"
"A01",7372973,7468747,"Bra013717"
"A01",7372973,7468747,"Bra013722"
"A01",7372973,7468747,"Bra013726"
"A01",7468828,7579507,"Bra013728"
"A01",7468828,7579507,"Bra013730"
"A01",7468828,7579507,"Bra013731"
"A01",7468828,7579507,"Bra013737"
"A01",7468828,7579507,"Bra013738"
"A01",7468828,7579507,"Bra013740"
"A01",7468828,7579507,"Bra013742"
"A01",7468828,7579507,"Bra013743"
"A01",7468828,7579507,"Bra013744"
"A01",7468828,7579507,"Bra013747"
"A01",7468828,7579507,"Bra013748"
"A01",7613170,7717860,"Bra013754"
"A01",7613170,7717860,"Bra013755"
"A01",7613170,7717860,"Bra013756"
"A01",7613170,7717860,"Bra013757"
"A01",7613170,7717860,"Bra013758"
"A01",7613170,7717860,"Bra013760"
"A01",7613170,7717860,"Bra013761"
"A01",7613170,7717860,"Bra013762"
"A01",7613170,7717860,"Bra013764"
"A01",7613170,7717860,"Bra013765"
"A01",7613170,7717860,"Bra013767"
"A01",7613170,7717860,"Bra013768"
"A01",7613170,7717860,"Bra013769"
"A01",7613170,7717860,"Bra013770"
"A01",7613170,7717860,"Bra013771"
"A01",7718090,7796857,"Bra013772"
"A01",7718090,7796857,"Bra013776"
"A01",7718090,7796857,"Bra013777"
"A01",7718090,7796857,"Bra100069"
"A01",7718090,7796857,"Bra013779"
"A01",7718090,7796857,"Bra013783"
"A01",7718090,7796857,"Bra013785"
"A01",7718090,7796857,"Bra013786"
"A01",7718090,7796857,"Bra013787"
"A01",7718090,7796857,"Bra013788"
"A01",7718090,7796857,"Bra013789"
"A01",7718090,7796857,"Bra013790"
"A01",7718090,7796857,"Bra013793"
"A01",7718090,7796857,"Bra013794"
"A01",7718090,7796857,"Bra013795"
"A01",7796973,7939231,"Bra013797"
"A01",7796973,7939231,"Bra013799"
"A01",7796973,7939231,"Bra013800"
"A01",7796973,7939231,"Bra013801"
"A01",7796973,7939231,"Bra013802"
"A01",7796973,7939231,"Bra013803"
"A01",7796973,7939231,"Bra013804"
"A01",7796973,7939231,"Bra013805"
"A01",7796973,7939231,"Bra013806"
"A01",7796973,7939231,"Bra013808"
"A01",7796973,7939231,"Bra013809"
"A01",7796973,7939231,"Bra013810"
"A01",7796973,7939231,"Bra013813"
"A01",7796973,7939231,"Bra013815"
"A01",7796973,7939231,"Bra013817"
"A01",7946160,8008236,"Bra013820"
"A01",7946160,8008236,"Bra013821"
"A01",7946160,8008236,"Bra013824"
"A01",7946160,8008236,"Bra013825"
"A01",8021254,8038270,"Bra013836"
"A01",8021254,8038270,"Bra013837"
"A01",8047448,8053376,"Bra013844"
"A01",8057727,8064099,"Bra013848"
"A01",8057727,8064099,"Bra013849"
"A01",8128524,8255381,"Bra100071"
"A01",8128524,8255381,"Bra013866"
"A01",8128524,8255381,"Bra013869"
"A01",8128524,8255381,"Bra013872"
"A01",8128524,8255381,"Bra013873"
"A01",8128524,8255381,"Bra013874"
"A01",8128524,8255381,"Bra013876"
"A01",8128524,8255381,"Bra013877"
"A01",8128524,8255381,"Bra013878"
"A01",8128524,8255381,"Bra013879"
"A01",8128524,8255381,"Bra013880"
"A01",8128524,8255381,"Bra013884"
"A01",8128524,8255381,"Bra013886"
"A01",8258254,8349550,"Bra013888"
"A01",8258254,8349550,"Bra013889"
"A01",8258254,8349550,"Bra100073"
"A01",8258254,8349550,"Bra013895"
"A01",8405126,8411997,"Bra013908"
"A01",8434879,8556420,"Bra013917"
"A01",8434879,8556420,"Bra013919"
"A01",8434879,8556420,"Bra013921"
"A01",8434879,8556420,"Bra013922"
"A01",8434879,8556420,"Bra013923"
"A01",8434879,8556420,"Bra013924"
"A01",8434879,8556420,"Bra100074"
"A01",8434879,8556420,"Bra013925"
"A01",8434879,8556420,"Bra013926"
"A01",8434879,8556420,"Bra013928"
"A01",8434879,8556420,"Bra013930"
"A01",8434879,8556420,"Bra013931"
"A01",8434879,8556420,"Bra013932"
"A01",8434879,8556420,"Bra013933"
"A01",8434879,8556420,"Bra013936"
"A01",8658422,8692063,"Bra013950"
"A01",8658422,8692063,"Bra013951"
"A01",8658422,8692063,"Bra013952"
"A01",8899780,8969116,"Bra039773"
"A01",8899780,8969116,"Bra039774"
"A01",8899780,8969116,"Bra039775"
"A01",8899780,8969116,"Bra039776"
"A01",8899780,8969116,"Bra026461"
"A01",8899780,8969116,"Bra026460"
"A01",8899780,8969116,"Bra026458"
"A01",9046282,9062271,"Bra026446"
"A01",9063022,9118856,"Bra026443"
"A01",9063022,9118856,"Bra026439"
"A01",9063022,9118856,"Bra026437"
"A01",9063022,9118856,"Bra026436"
"A01",9063022,9118856,"Bra026435"
"A01",9119350,9143991,"Bra026434"
"A01",9119350,9143991,"Bra026432"
"A01",9147692,9154927,"Bra026429"
"A01",9263521,9266189,"Bra026410"
"A01",9266400,9305388,"Bra026408"
"A01",9266400,9305388,"Bra100082"
"A01",9266400,9305388,"Bra100083"
"A01",9266400,9305388,"Bra100084"
"A01",9351807,9420284,"Bra026395"
"A01",9351807,9420284,"Bra026393"
"A01",9351807,9420284,"Bra026389"
"A01",9351807,9420284,"Bra026386"
"A01",9351807,9420284,"Bra026384"
"A01",9441510,9481996,"Bra026375"
"A01",9441510,9481996,"Bra026374"
"A01",9441510,9481996,"Bra026373"
"A01",9441510,9481996,"Bra026372"
"A01",9511676,9572978,"Bra026368"
"A01",9511676,9572978,"Bra026366"
"A01",9511676,9572978,"Bra026365"
"A01",9596225,9660857,"Bra026356"
"A01",9596225,9660857,"Bra026354"
"A01",9596225,9660857,"Bra026351"
"A01",9596225,9660857,"Bra026350"
"A01",9596225,9660857,"Bra026349"
"A01",9709747,9711107,"Bra026343"
"A01",9717531,9856621,"Bra026336"
"A01",9717531,9856621,"Bra026333"
"A01",9717531,9856621,"Bra026332"
"A01",9717531,9856621,"Bra026327"
"A01",9717531,9856621,"Bra026325"
"A01",9717531,9856621,"Bra026323"
"A01",9717531,9856621,"Bra026322"
"A01",9717531,9856621,"Bra100089"
"A01",9717531,9856621,"Bra026320"
"A01",9717531,9856621,"Bra026319"
"A01",9856805,9921063,"Bra026316"
"A01",9856805,9921063,"Bra026315"
"A01",9856805,9921063,"Bra026313"
"A01",9856805,9921063,"Bra026312"
"A01",9856805,9921063,"Bra026310"
"A01",9856805,9921063,"Bra026309"
"A01",9856805,9921063,"Bra026308"
"A01",9856805,9921063,"Bra026307"
"A01",9856805,9921063,"Bra026306"
"A01",9856805,9921063,"Bra026304"
"A01",9856805,9921063,"Bra026303"
"A01",9922667,9968425,"Bra026302"
"A01",9922667,9968425,"Bra026301"
"A01",9922667,9968425,"Bra026300"
"A01",9922667,9968425,"Bra026299"
"A01",9922667,9968425,"Bra026298"
"A01",9922667,9968425,"Bra026296"
"A01",9989054,10036643,"Bra026291"
"A01",9989054,10036643,"Bra026289"
"A01",9989054,10036643,"Bra026286"
"A01",9989054,10036643,"Bra026285"
"A01",9989054,10036643,"Bra026284"
"A01",9989054,10036643,"Bra026279"
"A01",9989054,10036643,"Bra026278"
"A01",10039057,10086381,"Bra026276"
"A01",10039057,10086381,"Bra026275"
"A01",10039057,10086381,"Bra026270"
"A01",10039057,10086381,"Bra026268"
"A01",10039057,10086381,"Bra026267"
"A01",10093898,10197455,"Bra026263"
"A01",10093898,10197455,"Bra026262"
"A01",10093898,10197455,"Bra026259"
"A01",10093898,10197455,"Bra026258"
"A01",10093898,10197455,"Bra026257"
"A01",10093898,10197455,"Bra026256"
"A01",10093898,10197455,"Bra026253"
"A01",10093898,10197455,"Bra026252"
"A01",10198227,10283638,"Bra026251"
"A01",10198227,10283638,"Bra026250"
"A01",10198227,10283638,"Bra026247"
"A01",10198227,10283638,"Bra026244"
"A01",10198227,10283638,"Bra026242"
"A01",10198227,10283638,"Bra026239"
"A01",10198227,10283638,"Bra100092"
"A01",10198227,10283638,"Bra026238"
"A01",10198227,10283638,"Bra026237"
"A01",10198227,10283638,"Bra026236"
"A01",10198227,10283638,"Bra026234"
"A01",10198227,10283638,"Bra026233"
"A01",10198227,10283638,"Bra026231"
"A01",10299723,10351925,"Bra026227"
"A01",10375154,10633250,"Bra040111"
"A01",10375154,10633250,"Bra040110"
"A01",10375154,10633250,"Bra040108"
"A01",10375154,10633250,"Bra040107"
"A01",10375154,10633250,"Bra040106"
"A01",10375154,10633250,"Bra100093"
"A01",10375154,10633250,"Bra040104"
"A01",10375154,10633250,"Bra040102"
"A01",10375154,10633250,"Bra100094"
"A01",10375154,10633250,"Bra100095"
"A01",10375154,10633250,"Bra040097"
"A01",10375154,10633250,"Bra040095"
"A01",10375154,10633250,"Bra100096"
"A01",10375154,10633250,"Bra040093"
"A01",10375154,10633250,"Bra040092"
"A01",10375154,10633250,"Bra038503"
"A01",10375154,10633250,"Bra038501"
"A01",10642949,10796465,"Bra038498"
"A01",10642949,10796465,"Bra038494"
"A01",10642949,10796465,"Bra100098"
"A01",10642949,10796465,"Bra038493"
"A01",10642949,10796465,"Bra038492"
"A01",10642949,10796465,"Bra038489"
"A01",10642949,10796465,"Bra038487"
"A01",10642949,10796465,"Bra038486"
"A01",10642949,10796465,"Bra038485"
"A01",10642949,10796465,"Bra038484"
"A01",10642949,10796465,"Bra038481"
"A01",10642949,10796465,"Bra038480"
"A01",10642949,10796465,"Bra038479"
"A01",10642949,10796465,"Bra038478"
"A01",10642949,10796465,"Bra038477"
"A01",10642949,10796465,"Bra038476"
"A01",10642949,10796465,"Bra038475"
"A01",10642949,10796465,"Bra038474"
"A01",10642949,10796465,"Bra038473"
"A01",10642949,10796465,"Bra038470"
"A01",10804942,10917369,"Bra038468"
"A01",10804942,10917369,"Bra038464"
"A01",10804942,10917369,"Bra038463"
"A01",10804942,10917369,"Bra038462"
"A01",10804942,10917369,"Bra038460"
"A01",10804942,10917369,"Bra038459"
"A01",10804942,10917369,"Bra038457"
"A01",10955151,10992965,"Bra038448"
"A01",10955151,10992965,"Bra038447"
"A01",10955151,10992965,"Bra038446"
"A01",10955151,10992965,"Bra033550"
"A01",11101977,11414402,"Bra033533"
"A01",11101977,11414402,"Bra033530"
"A01",11101977,11414402,"Bra033528"
"A01",11101977,11414402,"Bra033525"
"A01",11101977,11414402,"Bra033524"
"A01",11101977,11414402,"Bra033523"
"A01",11101977,11414402,"Bra033518"
"A01",11101977,11414402,"Bra033517"
"A01",11101977,11414402,"Bra033516"
"A01",11101977,11414402,"Bra033515"
"A01",11101977,11414402,"Bra033512"
"A01",11101977,11414402,"Bra033511"
"A01",11101977,11414402,"Bra033508"
"A01",11101977,11414402,"Bra033507"
"A01",11101977,11414402,"Bra033506"
"A01",11101977,11414402,"Bra033505"
"A01",11101977,11414402,"Bra033498"
"A01",11101977,11414402,"Bra100100"
"A01",11101977,11414402,"Bra033494"
"A01",11447881,11455421,"Bra033490"
"A01",11512373,11522874,"Bra039538"
"A01",11512373,11522874,"Bra039539_Bra039540"
"A01",11523604,11664026,"Bra039544"
"A01",11523604,11664026,"Bra039545"
"A01",11523604,11664026,"Bra039546"
"A01",11523604,11664026,"Bra039547"
"A01",11523604,11664026,"Bra039549"
"A01",11523604,11664026,"Bra039555"
"A01",11523604,11664026,"Bra039556"
"A01",11677026,12412905,"Bra039559"
"A01",11677026,12412905,"Bra039560"
"A01",11677026,12412905,"Bra100103"
"A01",11677026,12412905,"Bra100104"
"A01",11677026,12412905,"Bra039561"
"A01",11677026,12412905,"Bra039566"
"A01",11677026,12412905,"Bra039570"
"A01",11677026,12412905,"Bra039571"
"A01",11677026,12412905,"Bra040692"
"A01",11677026,12412905,"Bra040698"
"A01",11677026,12412905,"Bra036923"
"A01",11677026,12412905,"Bra036920"
"A01",11677026,12412905,"Bra036918"
"A01",11677026,12412905,"Bra036914"
"A01",11677026,12412905,"Bra036913"
"A01",11677026,12412905,"Bra036912"
"A01",11677026,12412905,"Bra036910"
"A01",11677026,12412905,"Bra036907"
"A01",11677026,12412905,"Bra036903"
"A01",11677026,12412905,"Bra036900"
"A01",11677026,12412905,"Bra036896"
"A01",11677026,12412905,"Bra036895"
"A01",11677026,12412905,"Bra036894"
"A01",11677026,12412905,"Bra036892"
"A01",11677026,12412905,"Bra036890"
"A01",11677026,12412905,"Bra036888"
"A01",11677026,12412905,"Bra036885"
"A01",11677026,12412905,"Bra036884"
"A01",11677026,12412905,"Bra036882"
"A01",11677026,12412905,"Bra036881"
"A01",11677026,12412905,"Bra036879"
"A01",11677026,12412905,"Bra036877"
"A01",11677026,12412905,"Bra036869_Bra036870"
"A01",11677026,12412905,"Bra036868"
"A01",11677026,12412905,"Bra036866"
"A01",11677026,12412905,"Bra036865"
"A01",12511975,14183047,"Bra037599"
"A01",12511975,14183047,"Bra037601"
"A01",12511975,14183047,"Bra100110"
"A01",12511975,14183047,"Bra100111"
"A01",12511975,14183047,"Bra037606"
"A01",12511975,14183047,"Bra037607"
"A01",12511975,14183047,"Bra037609"
"A01",12511975,14183047,"Bra037610"
"A01",12511975,14183047,"Bra100112"
"A01",12511975,14183047,"Bra037613"
"A01",12511975,14183047,"Bra037616"
"A01",12511975,14183047,"Bra037618"
"A01",12511975,14183047,"Bra037621"
"A01",12511975,14183047,"Bra037622"
"A01",12511975,14183047,"Bra037624"
"A01",12511975,14183047,"Bra037628"
"A01",12511975,14183047,"Bra033839"
"A01",12511975,14183047,"Bra033838"
"A01",12511975,14183047,"Bra033836"
"A01",12511975,14183047,"Bra033831"
"A01",12511975,14183047,"Bra033830"
"A01",12511975,14183047,"Bra033829"
"A01",12511975,14183047,"Bra100113"
"A01",12511975,14183047,"Bra033828"
"A01",12511975,14183047,"Bra033827"
"A01",12511975,14183047,"Bra033826"
"A01",12511975,14183047,"Bra033822"
"A01",12511975,14183047,"Bra033821"
"A01",12511975,14183047,"Bra033819"
"A01",12511975,14183047,"Bra033817"
"A01",12511975,14183047,"Bra033814"
"A01",12511975,14183047,"Bra033813"
"A01",12511975,14183047,"Bra033812"
"A01",12511975,14183047,"Bra033810"
"A01",12511975,14183047,"Bra033809"
"A01",12511975,14183047,"Bra033804"
"A01",12511975,14183047,"Bra033803"
"A01",12511975,14183047,"Bra033802"
"A01",12511975,14183047,"Bra033799"
"A01",12511975,14183047,"Bra033797"
"A01",12511975,14183047,"Bra100114"
"A01",12511975,14183047,"Bra100115"
"A01",12511975,14183047,"Bra100116"
"A01",12511975,14183047,"Bra100117"
"A01",12511975,14183047,"Bra100118"
"A01",12511975,14183047,"Bra033794"
"A01",12511975,14183047,"Bra033793"
"A01",12511975,14183047,"Bra033792"
"A01",12511975,14183047,"Bra033791"
"A01",12511975,14183047,"Bra033789"
"A01",12511975,14183047,"Bra033788"
"A01",12511975,14183047,"Bra033787"
"A01",12511975,14183047,"Bra033786"
"A01",12511975,14183047,"Bra033785"
"A01",12511975,14183047,"Bra033784"
"A01",12511975,14183047,"Bra033779"
"A01",12511975,14183047,"Bra033778"
"A01",12511975,14183047,"Bra033776"
"A01",12511975,14183047,"Bra033771"
"A01",12511975,14183047,"Bra033770"
"A01",12511975,14183047,"Bra033767"
"A01",12511975,14183047,"Bra033764"
"A01",12511975,14183047,"Bra033760"
"A01",12511975,14183047,"Bra029893"
"A01",12511975,14183047,"Bra029895"
"A01",12511975,14183047,"Bra029897"
"A01",12511975,14183047,"Bra029898"
"A01",12511975,14183047,"Bra029899"
"A01",12511975,14183047,"Bra029902"
"A01",12511975,14183047,"Bra029904"
"A01",12511975,14183047,"Bra029905"
"A01",14352153,14380608,"Bra029917"
"A01",14352153,14380608,"Bra029918"
"A01",14352153,14380608,"Bra029919"
"A01",14352153,14380608,"Bra029921"
"A01",14381725,14926739,"Bra029923"
"A01",14381725,14926739,"Bra029924"
"A01",14381725,14926739,"Bra029929"
"A01",14381725,14926739,"Bra029930"
"A01",14381725,14926739,"Bra029932"
"A01",14381725,14926739,"Bra029933"
"A01",14381725,14926739,"Bra029934"
"A01",14381725,14926739,"Bra029937"
"A01",14381725,14926739,"Bra029940"
"A01",14381725,14926739,"Bra029943"
